cliente_id,edad,ciudad,producto,meses_activo,compras_totales,ingreso_total,soporte_tickets,medio_pago,churn,segmento_antiguedad,grupo_edad,prob_churn,riesgo
246,58,Rosario,Internet,9,28,266545.0,9,Efectivo,0,6-12 meses,45-60,0.4500902250140804,Medio
247,20,Cordoba,Internet,36,46,431070.0,8,Desconocido,1,24+ meses,18-30,0.3510245129074098,Medio
248,56,Buenos aires,Tv,22,24,81240.0,9,Transferencia,1,12-24 meses,45-60,0.6675844845232999,Alto
249,23,Cordoba,Tv,42,15,240595.0,3,Tarjeta,0,24+ meses,18-30,0.4816294163177426,Medio
250,25,Rosario,Telefonia,26,22,226135.0,7,Efectivo,0,24+ meses,18-30,0.21268158542963897,Bajo
251,44,Mendoza,Desconocido,12,30,283466.0,9,Transferencia,0,6-12 meses,30-45,0.6398920186601597,Alto
252,26,Cordoba,Tv,17,4,380197.0,2,Efectivo,0,12-24 meses,18-30,0.32882465929524707,Medio
253,79,Cordoba,Internet,14,13,11968.0,2,Tarjeta,0,12-24 meses,60+,0.2282708110640201,Bajo
254,54,Rosario,Telefonia,14,23,294662.0,7,Efectivo,0,12-24 meses,45-60,0.22340150566515735,Bajo
255,50,Rosario,Tv,34,8,319069.0,4,Tarjeta,0,24+ meses,45-60,0.47398999264035113,Medio
256,68,Cordoba,Internet,20,18,195920.0,2,Tarjeta,1,12-24 meses,60+,0.5915137116317917,Medio
257,59,Rosario,Tv,11,12,379044.0,9,Efectivo,0,6-12 meses,45-60,0.40184387859989007,Medio
258,61,Cordoba,Internet,16,31,360566.0,10,Efectivo,0,12-24 meses,60+,0.3252176019319436,Medio
259,41,Buenos aires,Tv,31,14,268844.0,0,Tarjeta,1,24+ meses,30-45,0.6352548210257857,Alto
260,32,Buenos aires,Telefonia,6,34,360926.0,14,Transferencia,0,0-6 meses,30-45,0.23590530632032006,Bajo
261,76,Cordoba,Internet,19,18,237076.0,2,Desconocido,0,12-24 meses,60+,0.30774991572875554,Medio
262,71,Rosario,Desconocido,37,34,28199.0,11,Tarjeta,0,24+ meses,60+,0.21890083537770344,Bajo
263,49,Cordoba,Internet,4,11,442805.0,8,Efectivo,0,0-6 meses,45-60,0.3243648396924208,Medio
264,49,Rosario,Desconocido,47,41,168187.0,4,Efectivo,1,24+ meses,45-60,0.6124175123241404,Alto
265,41,Rosario,Desconocido,4,12,460150.0,11,Transferencia,0,0-6 meses,30-45,0.25784106480111924,Bajo
266,58,Desconocida,Internet,20,49,190388.0,9,Desconocido,0,12-24 meses,45-60,0.25140272264941815,Bajo
267,69,Mendoza,Desconocido,10,15,10520.0,14,Tarjeta,0,6-12 meses,60+,0.11174238738643633,Bajo
268,66,Rosario,Internet,24,31,114814.0,1,Tarjeta,0,12-24 meses,60+,0.2550541085677087,Bajo
269,79,Rosario,Internet,35,49,172527.0,6,Desconocido,1,24+ meses,60+,0.36876364866146255,Medio
270,66,Rosario,Internet,26,29,251356.0,14,Tarjeta,1,24+ meses,60+,0.6174789194076938,Alto
271,75,Rosario,Internet,37,26,484681.0,1,Desconocido,0,24+ meses,60+,0.4939481155931382,Medio
272,69,Rosario,Desconocido,38,18,128364.0,3,Efectivo,0,24+ meses,60+,0.23536049381309873,Bajo
273,29,Desconocida,Internet,21,32,439821.0,11,Desconocido,0,12-24 meses,18-30,0.2521045777063105,Bajo
274,79,Desconocida,Internet,40,22,19955.0,6,Tarjeta,1,24+ meses,60+,0.40785661517704874,Medio
275,56,Buenos aires,Desconocido,39,38,180121.0,3,Desconocido,0,24+ meses,45-60,0.32014940520188384,Medio
276,19,Desconocida,Desconocido,21,17,149989.0,6,Transferencia,0,12-24 meses,18-30,0.24563200461337217,Bajo
277,20,Rosario,Tv,10,23,468509.0,6,Efectivo,0,6-12 meses,18-30,0.1482888340135526,Bajo
278,66,Rosario,Tv,38,24,476797.0,0,Efectivo,0,24+ meses,60+,0.31533237725654395,Medio
279,54,Desconocida,Tv,46,8,255144.0,5,Desconocido,0,24+ meses,45-60,0.3515716758354737,Medio
280,66,Cordoba,Telefonia,4,41,69925.0,8,Tarjeta,0,0-6 meses,60+,0.664905100186985,Alto
281,73,Mendoza,Tv,45,6,374360.0,1,Transferencia,0,24+ meses,60+,0.15928707257654623,Bajo
282,34,Desconocida,Internet,20,5,75269.0,13,Efectivo,0,12-24 meses,30-45,0.33679640000213706,Medio
284,66,Cordoba,Tv,7,29,494887.0,9,Tarjeta,1,6-12 meses,60+,0.4220019551999917,Medio
285,19,Mendoza,Desconocido,4,28,470833.0,4,Tarjeta,0,0-6 meses,18-30,0.19038721487537277,Bajo
286,19,Mendoza,Tv,29,11,308602.0,8,Transferencia,0,24+ meses,18-30,0.3473639190330367,Medio
287,45,Rosario,Desconocido,14,1,356181.0,3,Desconocido,0,12-24 meses,30-45,0.2937111387226953,Bajo
288,71,Mendoza,Desconocido,3,43,157185.0,0,Tarjeta,0,0-6 meses,60+,0.34648109243697467,Medio
289,40,Desconocida,Telefonia,24,19,104977.0,3,Desconocido,0,12-24 meses,30-45,0.41196585977685507,Medio
290,54,Rosario,Tv,37,9,488442.0,5,Transferencia,1,24+ meses,45-60,0.6043965809122299,Alto
291,49,Rosario,Internet,16,27,311083.0,4,Desconocido,0,12-24 meses,45-60,0.48208379708595034,Medio
292,50,Buenos aires,Internet,4,34,34345.0,13,Efectivo,1,0-6 meses,45-60,0.15044579308620798,Bajo
293,18,Rosario,Internet,24,44,260688.0,12,Desconocido,0,12-24 meses,,0.24864327553300483,Bajo
294,36,Rosario,Desconocido,34,4,444529.0,0,Transferencia,0,24+ meses,30-45,0.2082571870560897,Bajo
295,79,Rosario,Internet,30,36,377251.0,3,Transferencia,0,24+ meses,60+,0.4762987508003265,Medio
296,19,Rosario,Telefonia,18,18,389010.0,5,Transferencia,0,12-24 meses,18-30,0.15812440385159626,Bajo
297,70,Buenos aires,Desconocido,19,15,490581.0,12,Desconocido,1,12-24 meses,60+,0.36185745790509943,Medio
298,61,Cordoba,Telefonia,31,13,266798.0,14,Efectivo,1,24+ meses,60+,0.1454851290824936,Bajo
299,43,Desconocida,Internet,19,19,498814.0,9,Tarjeta,1,12-24 meses,30-45,0.7376463517954488,Alto
300,49,Rosario,Internet,46,49,336310.0,9,Efectivo,1,24+ meses,45-60,0.5998661139159691,Medio
301,23,Cordoba,Internet,19,6,183933.0,13,Desconocido,1,12-24 meses,18-30,0.34268660836717774,Medio
302,49,Rosario,Internet,22,48,102406.0,3,Desconocido,0,12-24 meses,45-60,0.33448170291077,Medio
303,72,Cordoba,Desconocido,24,12,316442.0,14,Tarjeta,0,12-24 meses,60+,0.20502857662757262,Bajo
304,21,Mendoza,Desconocido,45,37,445437.0,13,Desconocido,0,24+ meses,18-30,0.31996239532824894,Medio
305,72,Cordoba,Desconocido,12,17,312086.0,8,Transferencia,0,6-12 meses,60+,0.21448488572089502,Bajo
306,28,Rosario,Internet,30,23,8453.0,4,Transferencia,1,24+ meses,18-30,0.7619277339897085,Alto
307,73,Cordoba,Internet,38,26,107811.0,7,Transferencia,0,24+ meses,60+,0.2252886296641313,Bajo
308,76,Rosario,Internet,31,29,59935.0,8,Transferencia,0,24+ meses,60+,0.5345465128272735,Medio
309,34,Mendoza,Tv,36,33,389583.0,9,Transferencia,0,24+ meses,30-45,0.435862132548581,Medio
310,55,Rosario,Tv,19,27,179442.0,4,Desconocido,0,12-24 meses,45-60,0.4799149286604394,Medio
311,41,Mendoza,Internet,45,25,275472.0,5,Tarjeta,0,24+ meses,30-45,0.24375052083794177,Bajo
312,22,Buenos aires,Internet,36,10,20534.0,0,Tarjeta,0,24+ meses,18-30,0.5759484465386562,Medio
313,69,Mendoza,Tv,30,47,352424.0,10,Transferencia,0,24+ meses,60+,0.297603519902353,Bajo
314,51,Buenos aires,Internet,33,23,275628.0,11,Desconocido,0,24+ meses,45-60,0.3604290450111045,Medio
315,23,Mendoza,Internet,18,21,41320.0,14,Efectivo,0,12-24 meses,18-30,0.23001539908892848,Bajo
316,39,Desconocida,Internet,28,21,54170.0,6,Efectivo,0,24+ meses,30-45,0.41272502039965225,Medio
317,28,Buenos aires,Tv,47,43,105546.0,3,Desconocido,0,24+ meses,18-30,0.24660582307017304,Bajo
318,65,Cordoba,Desconocido,11,13,85201.0,10,Transferencia,0,6-12 meses,60+,0.19895630676251755,Bajo
319,33,Rosario,Internet,45,37,239473.0,1,Tarjeta,0,24+ meses,30-45,0.1779519780502897,Bajo
320,50,Rosario,Tv,33,33,275784.0,4,Desconocido,0,24+ meses,45-60,0.4389304116362615,Medio
321,26,Cordoba,Internet,17,24,236324.0,11,Efectivo,0,12-24 meses,18-30,0.1539554113640494,Bajo
322,77,Rosario,Tv,6,44,489273.0,2,Efectivo,0,0-6 meses,60+,0.18644234966774265,Bajo
323,76,Rosario,Desconocido,4,11,166121.0,5,Efectivo,0,0-6 meses,60+,0.29207868123916636,Bajo
324,23,Desconocida,Tv,20,17,403834.0,7,Transferencia,0,12-24 meses,18-30,0.12879206735309812,Bajo
325,33,Mendoza,Desconocido,47,4,238612.0,6,Efectivo,0,24+ meses,30-45,0.16849019658638106,Bajo
326,46,Cordoba,Tv,27,47,275628.0,2,Desconocido,1,24+ meses,45-60,0.6359493323838551,Alto
327,20,Rosario,Desconocido,15,25,400136.0,7,Desconocido,0,12-24 meses,18-30,0.11898202308947056,Bajo
328,37,Rosario,Tv,6,30,311081.0,1,Efectivo,1,0-6 meses,30-45,0.1515254816864083,Bajo
329,77,Buenos aires,Tv,47,9,205796.0,9,Desconocido,0,24+ meses,60+,0.3823816752245326,Medio
330,76,Rosario,Tv,14,21,148279.0,8,Efectivo,0,12-24 meses,60+,0.4016293053164086,Medio
331,53,Cordoba,Tv,11,20,201846.0,3,Efectivo,0,6-12 meses,45-60,0.5682467283057673,Medio
332,36,Cordoba,Internet,39,19,169044.0,0,Tarjeta,0,24+ meses,30-45,0.2809308989821759,Bajo
333,43,Cordoba,Internet,9,19,409015.0,7,Transferencia,0,6-12 meses,30-45,0.5140328664681697,Medio
334,20,Desconocida,Telefonia,26,12,207160.0,6,Transferencia,0,24+ meses,18-30,0.24478128237928448,Bajo
335,36,Cordoba,Tv,16,37,427132.0,10,Tarjeta,0,12-24 meses,30-45,0.3499286353566062,Medio
336,37,Mendoza,Telefonia,5,42,75463.0,12,Tarjeta,0,0-6 meses,30-45,0.23026891009433445,Bajo
337,49,Cordoba,Telefonia,10,17,98500.0,4,Transferencia,0,6-12 meses,45-60,0.35385914103571053,Medio
338,24,Cordoba,Desconocido,3,37,212772.0,9,Efectivo,0,0-6 meses,18-30,0.11915128935642434,Bajo
339,69,Cordoba,Internet,13,48,42158.0,12,Efectivo,0,12-24 meses,60+,0.1438694107000525,Bajo
340,58,Mendoza,Desconocido,43,39,89607.0,4,Transferencia,0,24+ meses,45-60,0.31575081890016177,Medio
341,50,Buenos aires,Internet,30,28,386783.0,6,Efectivo,1,24+ meses,45-60,0.6124175391367445,Alto
342,57,Desconocida,Internet,45,41,250017.0,4,Tarjeta,1,24+ meses,45-60,0.5377589473109794,Medio
343,56,Cordoba,Tv,6,35,338840.0,7,Efectivo,1,0-6 meses,45-60,0.37267981626338204,Medio
344,35,Buenos aires,Internet,17,47,328654.0,10,Efectivo,0,12-24 meses,30-45,0.20326202584308903,Bajo
345,57,Buenos aires,Tv,45,48,125076.0,12,Desconocido,1,24+ meses,45-60,0.49896122152435646,Medio
346,18,Buenos aires,Internet,19,18,63692.0,5,Desconocido,1,12-24 meses,,0.5836939109632765,Medio
347,28,Rosario,Desconocido,42,14,135841.0,12,Desconocido,0,24+ meses,18-30,0.3027966061146732,Medio
348,45,Desconocida,Internet,35,35,197816.0,4,Efectivo,0,24+ meses,30-45,0.3100346650131301,Medio
349,74,Rosario,Desconocido,46,44,282954.0,8,Transferencia,1,24+ meses,60+,0.7045981911146104,Alto
350,42,Desconocida,Telefonia,26,41,403342.0,10,Tarjeta,0,24+ meses,30-45,0.4407341931183384,Medio
351,67,Rosario,Telefonia,5,7,166081.0,1,Efectivo,0,0-6 meses,60+,0.15869652150615235,Bajo
352,40,Rosario,Internet,29,41,497336.0,0,Transferencia,0,24+ meses,30-45,0.35953790245481265,Medio
353,48,Desconocida,Internet,37,13,116718.0,7,Efectivo,0,24+ meses,45-60,0.3326467851685814,Medio
354,47,Buenos aires,Desconocido,20,18,358076.0,11,Tarjeta,1,12-24 meses,45-60,0.3002752515888293,Medio
355,59,Cordoba,Tv,21,37,5192.0,2,Efectivo,0,12-24 meses,45-60,0.6321609881005541,Alto
356,52,Rosario,Desconocido,10,13,252536.0,13,Tarjeta,0,6-12 meses,45-60,0.18554718486909208,Bajo
357,24,Mendoza,Tv,5,36,41413.0,10,Efectivo,0,0-6 meses,18-30,0.31157214410062506,Medio
358,77,Mendoza,Telefonia,36,31,148888.0,11,Tarjeta,0,24+ meses,60+,0.28595378373009944,Bajo
359,33,Cordoba,Internet,6,2,44082.0,11,Efectivo,0,0-6 meses,30-45,0.26371645323145976,Bajo
360,43,Rosario,Internet,26,16,332192.0,11,Tarjeta,0,24+ meses,30-45,0.40031363063847264,Medio
361,65,Cordoba,Tv,4,9,128130.0,6,Desconocido,1,0-6 meses,60+,0.5840518057082741,Medio
362,74,Rosario,Desconocido,39,9,55940.0,9,Efectivo,0,24+ meses,60+,0.18683030840979087,Bajo
363,69,Buenos aires,Telefonia,39,38,168202.0,12,Efectivo,0,24+ meses,60+,0.21933177881091545,Bajo
364,77,Cordoba,Tv,35,11,45142.0,10,Transferencia,0,24+ meses,60+,0.5318772190839457,Medio
365,66,Mendoza,Desconocido,1,22,41468.0,7,Transferencia,0,0-6 meses,60+,0.1744171468818723,Bajo
366,19,Rosario,Internet,24,33,428914.0,14,Tarjeta,1,12-24 meses,18-30,0.4475623034375504,Medio
367,18,Rosario,Internet,36,36,146727.0,12,Efectivo,1,24+ meses,,0.35519958028522153,Medio
368,65,Buenos aires,Tv,6,45,183969.0,12,Tarjeta,1,0-6 meses,60+,0.26340696166978045,Bajo
369,79,Rosario,Internet,41,23,428291.0,5,Desconocido,0,24+ meses,60+,0.3975958245358014,Medio
370,29,Mendoza,Tv,46,45,407575.0,11,Transferencia,0,24+ meses,18-30,0.37382704251148874,Medio
371,22,Cordoba,Telefonia,44,45,396192.0,9,Tarjeta,0,24+ meses,18-30,0.1465036160007231,Bajo
372,54,Rosario,Tv,31,34,241187.0,13,Tarjeta,0,24+ meses,45-60,0.21641415205230577,Bajo
373,49,Buenos aires,Telefonia,20,9,47056.0,8,Transferencia,1,12-24 meses,45-60,0.7462498578774972,Alto
374,76,Cordoba,Desconocido,24,24,56831.0,6,Efectivo,1,12-24 meses,60+,0.31468765726761916,Medio
375,72,Rosario,Internet,25,8,326335.0,14,Tarjeta,1,24+ meses,60+,0.6517363222100307,Alto
376,26,Mendoza,Tv,36,7,254664.0,9,Transferencia,1,24+ meses,18-30,0.6863000766193743,Alto
377,58,Rosario,Tv,21,36,389092.0,4,Efectivo,1,12-24 meses,45-60,0.40136735101392623,Medio
378,52,Rosario,Tv,30,18,431488.0,7,Desconocido,0,24+ meses,45-60,0.44625820553831197,Medio
379,36,Cordoba,Telefonia,24,3,113117.0,14,Transferencia,0,12-24 meses,30-45,0.4648311192548997,Medio
380,65,Cordoba,Internet,44,28,281815.0,1,Tarjeta,0,24+ meses,60+,0.3956514805916441,Medio
381,33,Cordoba,Tv,42,6,294192.0,6,Desconocido,0,24+ meses,30-45,0.39869018889192936,Medio
382,20,Rosario,Desconocido,30,44,474490.0,14,Efectivo,0,24+ meses,18-30,0.13865591621717271,Bajo
383,37,Rosario,Tv,22,44,293107.0,3,Efectivo,0,12-24 meses,30-45,0.1995620727983003,Bajo
384,41,Rosario,Telefonia,28,21,48954.0,8,Transferencia,1,24+ meses,30-45,0.8389912499336583,Alto
385,71,Cordoba,Desconocido,7,28,470525.0,11,Transferencia,0,6-12 meses,60+,0.11813182175601637,Bajo
386,73,Rosario,Tv,35,40,238192.0,0,Transferencia,1,24+ meses,60+,0.6038597779733244,Alto
387,50,Mendoza,Internet,28,1,362574.0,6,Efectivo,1,24+ meses,45-60,0.7887432261086152,Alto
388,41,Buenos aires,Telefonia,14,36,5717.0,5,Desconocido,0,12-24 meses,30-45,0.38392782170348605,Medio
390,28,Cordoba,Internet,16,43,402650.0,4,Tarjeta,0,12-24 meses,18-30,0.2956496650053882,Bajo
391,66,Buenos aires,Tv,16,35,185882.0,14,Efectivo,1,12-24 meses,60+,0.6313214123077981,Alto
392,25,Cordoba,Telefonia,31,13,123696.0,0,Tarjeta,1,24+ meses,18-30,0.7710790338810856,Alto
393,53,Desconocida,Telefonia,42,49,492852.0,0,Desconocido,1,24+ meses,45-60,0.6473805523044827,Alto
394,55,Rosario,Tv,25,10,397974.0,8,Transferencia,0,24+ meses,45-60,0.3377770424550576,Medio
395,57,Rosario,Tv,13,44,9994.0,14,Transferencia,0,12-24 meses,45-60,0.49264215236666864,Medio
396,37,Cordoba,Desconocido,6,47,271378.0,9,Efectivo,0,0-6 meses,30-45,0.14058468934783472,Bajo
397,79,Rosario,Internet,44,10,74300.0,5,Transferencia,1,24+ meses,60+,0.4050990324121506,Medio
398,52,Buenos aires,Internet,9,46,311093.0,9,Desconocido,0,6-12 meses,45-60,0.38203185732508965,Medio
399,65,Desconocida,Internet,45,13,42405.0,4,Transferencia,0,24+ meses,60+,0.22745511954205924,Bajo
400,79,Desconocida,Desconocido,36,37,302016.0,14,Efectivo,0,24+ meses,60+,0.1072761137819619,Bajo
401,42,Desconocida,Tv,43,38,309359.0,0,Desconocido,0,24+ meses,30-45,0.5128679996549259,Medio
402,52,Buenos aires,Tv,20,24,28185.0,5,Tarjeta,0,12-24 meses,45-60,0.24602256293491187,Bajo
403,42,Buenos aires,Tv,18,2,179514.0,5,Efectivo,0,12-24 meses,30-45,0.5979042730291747,Medio
404,46,Buenos aires,Internet,43,22,449975.0,2,Tarjeta,0,24+ meses,45-60,0.3563447604210236,Medio
405,35,Buenos aires,Tv,21,17,308297.0,12,Desconocido,0,12-24 meses,30-45,0.2268783596225491,Bajo
406,63,Desconocida,Internet,4,36,344679.0,7,Efectivo,1,0-6 meses,60+,0.6651964055734557,Alto
407,35,Desconocida,Internet,33,14,138653.0,13,Efectivo,1,24+ meses,30-45,0.5199784037153908,Medio
408,19,Cordoba,Internet,27,10,56717.0,14,Desconocido,0,24+ meses,18-30,0.3977607884762297,Medio
409,71,Rosario,Desconocido,7,35,7763.0,0,Transferencia,1,6-12 meses,60+,0.28298112876436504,Bajo
410,52,Cordoba,Internet,6,25,360054.0,0,Efectivo,0,0-6 meses,45-60,0.24204358901152048,Bajo
411,33,Rosario,Internet,15,3,60480.0,5,Efectivo,0,12-24 meses,30-45,0.21968451920797347,Bajo
412,78,Desconocida,Tv,18,47,174831.0,9,Tarjeta,1,12-24 meses,60+,0.5962667473840527,Medio
413,58,Rosario,Internet,32,38,212139.0,12,Transferencia,1,24+ meses,45-60,0.6975673840086002,Alto
414,53,Rosario,Telefonia,11,17,123094.0,0,Tarjeta,1,6-12 meses,45-60,0.6625603954013292,Alto
415,50,Rosario,Internet,20,12,161379.0,5,Tarjeta,0,12-24 meses,45-60,0.24300622606446123,Bajo
416,21,Rosario,Internet,24,24,232443.0,0,Transferencia,0,12-24 meses,18-30,0.38396754510384457,Medio
417,50,Desconocida,Tv,15,29,16064.0,13,Transferencia,1,12-24 meses,45-60,0.7340559078512,Alto
418,31,Rosario,Tv,7,43,81848.0,12,Desconocido,0,6-12 meses,30-45,0.19390665517743372,Bajo
419,38,Cordoba,Tv,21,25,42548.0,5,Transferencia,0,12-24 meses,30-45,0.6431956505547045,Alto
420,65,Mendoza,Internet,42,36,173017.0,2,Efectivo,1,24+ meses,60+,0.3581326981628321,Medio
421,37,Desconocida,Tv,26,26,446153.0,13,Transferencia,1,24+ meses,30-45,0.3629486572108884,Medio
422,73,Desconocida,Tv,44,38,273620.0,13,Desconocido,1,24+ meses,60+,0.6496409738667185,Alto
423,25,Cordoba,Internet,14,1,449972.0,14,Desconocido,0,12-24 meses,18-30,0.2972622467929339,Bajo
424,24,Buenos aires,Desconocido,37,20,357245.0,7,Desconocido,1,24+ meses,18-30,0.3509605298271314,Medio
425,20,Mendoza,Tv,21,28,7382.0,12,Transferencia,0,12-24 meses,18-30,0.5308171555084218,Medio
426,34,Rosario,Telefonia,18,16,275628.0,14,Transferencia,0,12-24 meses,30-45,0.19149107374596838,Bajo
427,50,Desconocida,Telefonia,5,47,486215.0,5,Tarjeta,0,0-6 meses,45-60,0.24259696066602893,Bajo
428,65,Rosario,Tv,3,17,181348.0,12,Tarjeta,0,0-6 meses,60+,0.21826013647507947,Bajo
429,29,Mendoza,Desconocido,23,40,431618.0,10,Efectivo,0,12-24 meses,18-30,0.23521723453943164,Bajo
430,76,Cordoba,Tv,26,28,490097.0,12,Tarjeta,0,24+ meses,60+,0.3021786872959536,Medio
431,68,Rosario,Internet,37,12,425162.0,0,Efectivo,0,24+ meses,60+,0.5081226948604375,Medio
432,39,Buenos aires,Telefonia,24,27,84698.0,14,Desconocido,0,12-24 meses,30-45,0.42369835115417565,Medio
433,72,Buenos aires,Tv,19,42,250762.0,4,Tarjeta,0,12-24 meses,60+,0.42223875006815953,Medio
434,39,Cordoba,Tv,25,47,248381.0,7,Transferencia,0,24+ meses,30-45,0.61307575513138,Alto
435,63,Cordoba,Tv,21,30,472149.0,2,Tarjeta,0,12-24 meses,60+,0.24742635513006317,Bajo
436,47,Rosario,Internet,12,41,420551.0,11,Efectivo,1,6-12 meses,45-60,0.39630649187776185,Medio
437,55,Desconocida,Telefonia,41,34,50095.0,5,Tarjeta,1,24+ meses,45-60,0.7519844227987953,Alto
438,55,Buenos aires,Tv,33,37,478146.0,4,Desconocido,0,24+ meses,45-60,0.5400958955555023,Medio
439,62,Rosario,Internet,4,6,397118.0,5,Transferencia,1,0-6 meses,60+,0.5802033365357375,Medio
440,68,Mendoza,Desconocido,42,7,294341.0,9,Efectivo,0,24+ meses,60+,0.12503215779450141,Bajo
441,71,Rosario,Tv,7,32,394763.0,0,Transferencia,0,6-12 meses,60+,0.19165907960323916,Bajo
442,25,Cordoba,Internet,22,32,27010.0,6,Transferencia,1,12-24 meses,18-30,0.7058559996827779,Alto
443,44,Cordoba,Desconocido,33,25,422339.0,8,Efectivo,0,24+ meses,30-45,0.17167369795128098,Bajo
444,44,Cordoba,Desconocido,17,33,355067.0,1,Transferencia,1,12-24 meses,30-45,0.579759015183885,Medio
445,51,Rosario,Tv,24,7,138962.0,9,Transferencia,0,12-24 meses,45-60,0.498167064204868,Medio
446,38,Cordoba,Tv,34,12,491521.0,14,Tarjeta,1,24+ meses,30-45,0.6308118420131801,Alto
447,47,Buenos aires,Tv,28,16,397670.0,4,Transferencia,0,24+ meses,45-60,0.38654525702673864,Medio
448,50,Rosario,Desconocido,43,16,114162.0,9,Transferencia,0,24+ meses,45-60,0.28459245299291314,Bajo
449,45,Rosario,Tv,41,43,388071.0,3,Transferencia,0,24+ meses,30-45,0.27059979395444145,Bajo
450,64,Cordoba,Internet,39,36,275170.0,5,Transferencia,1,24+ meses,60+,0.6529373240660687,Alto
451,50,Desconocida,Desconocido,22,13,332069.0,5,Efectivo,0,12-24 meses,45-60,0.2248454432324442,Bajo
452,22,Desconocida,Desconocido,17,7,73842.0,10,Desconocido,1,12-24 meses,18-30,0.335067767873597,Medio
453,77,Mendoza,Internet,34,36,300809.0,1,Tarjeta,0,24+ meses,60+,0.12399659500370935,Bajo
454,78,Cordoba,Tv,6,47,276421.0,1,Transferencia,0,0-6 meses,60+,0.19055070194070786,Bajo
455,65,Mendoza,Desconocido,46,9,178311.0,3,Transferencia,0,24+ meses,60+,0.4968579021763627,Medio
456,36,Desconocida,Internet,6,32,445880.0,0,Efectivo,0,0-6 meses,30-45,0.4009928143761012,Medio
457,21,Cordoba,Internet,34,11,315152.0,8,Desconocido,1,24+ meses,18-30,0.3061170003511279,Medio
458,52,Cordoba,Tv,1,8,281827.0,13,Transferencia,0,0-6 meses,45-60,0.17253229800409756,Bajo
459,66,Cordoba,Desconocido,10,33,136742.0,13,Efectivo,0,6-12 meses,60+,0.24081945047441505,Bajo
460,34,Desconocida,Internet,21,23,225283.0,12,Tarjeta,0,12-24 meses,30-45,0.2740280127284516,Bajo
461,61,Mendoza,Telefonia,5,25,153961.0,6,Tarjeta,0,0-6 meses,60+,0.3679682172845722,Medio
462,45,Mendoza,Internet,2,8,453828.0,11,Transferencia,1,0-6 meses,30-45,0.4751768295705746,Medio
463,47,Cordoba,Internet,22,45,180607.0,6,Transferencia,0,12-24 meses,45-60,0.5951420018925119,Medio
464,46,Cordoba,Internet,2,22,345686.0,14,Desconocido,0,0-6 meses,45-60,0.13570051394202942,Bajo
465,63,Rosario,Tv,10,4,321463.0,2,Desconocido,1,6-12 meses,60+,0.38208569191227504,Medio
466,70,Desconocida,Telefonia,34,40,250144.0,14,Transferencia,1,24+ meses,60+,0.6987347133752735,Alto
467,23,Rosario,Tv,16,3,359211.0,10,Efectivo,0,12-24 meses,18-30,0.219920070058984,Bajo
468,52,Rosario,Tv,39,29,157711.0,14,Desconocido,0,24+ meses,45-60,0.22277763635020606,Bajo
469,77,Mendoza,Internet,22,41,200784.0,11,Transferencia,0,12-24 meses,60+,0.2896779262061231,Bajo
470,58,Mendoza,Internet,12,29,414849.0,2,Desconocido,0,6-12 meses,45-60,0.4356928965933978,Medio
471,54,Cordoba,Internet,24,34,257217.0,0,Transferencia,1,12-24 meses,45-60,0.6363289157366702,Alto
472,41,Rosario,Tv,47,34,432876.0,2,Tarjeta,0,24+ meses,30-45,0.47163850998628065,Medio
473,46,Rosario,Telefonia,40,28,336119.0,2,Transferencia,0,24+ meses,45-60,0.42724695953805025,Medio
474,66,Cordoba,Tv,38,13,168244.0,3,Tarjeta,0,24+ meses,60+,0.3601772648751137,Medio
475,63,Mendoza,Telefonia,10,15,457413.0,3,Desconocido,0,6-12 meses,60+,0.18704848377135405,Bajo
476,70,Rosario,Desconocido,35,23,106158.0,2,Transferencia,0,24+ meses,60+,0.296154935605476,Bajo
477,48,Rosario,Desconocido,32,44,457063.0,9,Desconocido,0,24+ meses,45-60,0.2361191657038316,Bajo
478,52,Cordoba,Tv,7,26,278721.0,11,Tarjeta,0,6-12 meses,45-60,0.4541281964929922,Medio
479,77,Rosario,Tv,21,4,344443.0,7,Transferencia,0,12-24 meses,60+,0.246550500561064,Bajo
480,50,Rosario,Tv,20,26,287320.0,7,Desconocido,0,12-24 meses,45-60,0.4378004531403076,Medio
481,69,Desconocida,Internet,26,40,442602.0,12,Tarjeta,0,24+ meses,60+,0.3329672570789017,Medio
482,78,Desconocida,Desconocido,4,9,68972.0,12,Desconocido,0,0-6 meses,60+,0.2621182237026796,Bajo
483,38,Cordoba,Internet,46,5,387162.0,0,Efectivo,0,24+ meses,30-45,0.17533368549173164,Bajo
484,49,Rosario,Internet,22,32,488007.0,6,Tarjeta,0,12-24 meses,45-60,0.5814376632361635,Medio
485,40,Rosario,Tv,15,20,439219.0,10,Tarjeta,0,12-24 meses,30-45,0.520383915642149,Medio
486,50,Mendoza,Internet,40,11,287140.0,1,Tarjeta,0,24+ meses,45-60,0.19897095931629635,Bajo
487,20,Cordoba,Telefonia,21,15,105922.0,0,Transferencia,0,12-24 meses,18-30,0.5916247784342574,Medio
488,35,Cordoba,Internet,15,32,353742.0,2,Transferencia,1,12-24 meses,30-45,0.7182630695597015,Alto
489,42,Rosario,Internet,22,28,40931.0,3,Transferencia,1,12-24 meses,30-45,0.6889077579132291,Alto
490,59,Cordoba,Internet,28,22,129168.0,12,Efectivo,1,24+ meses,45-60,0.27136872945343576,Bajo
